cod_mun;mun;uf;dppo 1991;dppo 1996;dppo 2000;dppo 2010;dppo 2022;Particular 2022;Particular permanente 2022;Particular permanente não ocupado 2022
4208708;Jacinto Machado;SC;2768;2911;3014;3443;3951;4807;4805;854
4208807;Jaguaruna;SC;4680;3673;4203;5777;7567;24726;24724;17157
4208906;Jaraguá do Sul;SC;18677;24468;30685;45163;66380;74491;74481;8101
4208955;Jardinópolis;SC;;488;502;537;676;753;753;77
4209003;Joaçaba;SC;7271;8046;7108;9083;11772;13563;13561;1789
4209102;Joinville;SC;86058;105931;120741;160724;221964;248424;248352;26388
4209151;José Boiteux;SC;914;1046;1109;1308;1878;2349;2348;470
4209177;Jupiá;SC;;;584;675;947;1080;1077;130
4209201;Lacerdópolis;SC;493;542;568;692;829;933;932;103
4209300;Lages;SC;36952;39737;43095;49318;59935;71107;71088;11153
4209409;Laguna;SC;11894;12454;14267;17240;16399;27625;27624;11225
4209458;Lajeado Grande;SC;;385;397;442;584;648;647;63
4209508;Laurentino;SC;1082;1235;1449;1901;2938;3270;3270;332
4209607;Lauro Müller;SC;3454;3594;3825;4610;5281;6319;6319;1038
4209706;Lebon Régis;SC;2510;2797;3015;3482;3874;4828;4826;952
4209805;Leoberto Leal;SC;997;1010;982;1044;1217;1611;1608;391
4209854;Lindóia do Sul;SC;1203;1220;1277;1390;1637;1897;1896;259
4209904;Lontras;SC;1897;2190;2407;3245;4659;5436;5424;765
4210001;Luiz Alves;SC;1509;1791;2121;3098;3984;4827;4826;842
4210035;Luzerna;SC;;;1626;1918;2287;2739;2739;452
4210050;Macieira;SC;;445;522;560;648;846;846;198
4210100;Mafra;SC;11169;12734;13683;16582;20079;24029;24026;3947
4210209;Major Gercino;SC;925;958;908;1078;1205;1865;1865;660
4210308;Major Vieira;SC;1769;1804;1864;2318;2677;3221;3208;531
4210407;Maracajá;SC;1201;1475;1566;1991;2744;3043;3039;295
4210506;Maravilha;SC;5870;5989;5426;7299;10619;11835;11829;1210
4210555;Marema;SC;1412;1305;639;616;742;873;873;131
4210605;Massaranduba;SC;2669;3027;3428;4495;6204;7062;7061;857
4210704;Matos Costa;SC;1037;690;841;835;964;1183;1182;218
4210803;Meleiro;SC;2292;1815;1951;2209;2589;2971;2969;380
4210852;Mirim Doce;SC;;710;730;792;902;1107;1106;204
4210902;Modelo;SC;2239;1533;1077;1284;1531;1696;1696;165
4211009;Mondaí;SC;3876;2538;2394;3118;3783;4324;4318;535
4211058;Monte Carlo;SC;;1876;2241;2794;3167;3504;3502;335
4211108;Monte Castelo;SC;1960;2011;2166;2459;2676;3263;3262;586
4211207;Morro da Fumaça;SC;2980;3385;3930;4874;6400;7274;7272;872
4211256;Morro Grande;SC;;648;792;890;1088;1415;1415;327
4211306;Navegantes;SC;5897;8567;10936;18583;29442;41091;41082;11640
4211405;Nova Erechim;SC;730;841;959;1337;1874;1955;1955;81
4211454;Nova Itaberaba;SC;;1082;1104;1294;1684;1950;1950;266
4211504;Nova Trento;SC;2179;2466;2774;3832;5035;6319;6319;1284
4211603;Nova Veneza;SC;2408;2526;3028;4048;4870;5667;5661;791
4211652;Novo Horizonte;SC;;830;796;821;908;1079;1078;170
4211702;Orleans;SC;4841;5463;5486;6674;8553;10032;10029;1476
4211751;Otacílio Costa;SC;3670;4128;4031;5167;6307;7362;7354;1047
4211801;Ouro;SC;1753;1772;2046;2348;2657;3135;3135;478
4211850;Ouro Verde;SC;;810;619;694;787;936;935;148
4211876;Paial;SC;;;520;551;692;908;908;216
4211892;Painel;SC;;;662;734;841;1494;1494;653
4211900;Palhoça;SC;16473;20969;27807;42998;81734;105631;105611;23877
4212007;Palma Sola;SC;1822;2001;2091;2289;2783;3159;3157;374
4212056;Palmeira;SC;;;621;766;960;1577;1576;616
4212106;Palmitos;SC;4383;4611;4575;5261;6048;6970;6968;920
4212205;Papanduva;SC;3720;3996;4359;5362;6896;8195;8190;1294
4212239;Paraíso;SC;;1258;1216;1277;1574;1985;1982;408
4212254;Passo de Torres;SC;;1021;1273;2156;4746;9677;9674;4928
4212270;Passos Maia;SC;;867;1167;1244;1337;1609;1608;271
4212304;Paulo Lopes;SC;1329;1439;1632;2111;3293;4627;4620;1327
4212403;Pedras Grandes;SC;1260;1328;1385;1351;1588;1987;1986;398
4212502;Penha;SC;3298;4199;5112;8060;11982;20642;20639;8657
4212601;Peritiba;SC;778;827;888;1005;1200;1368;1368;168
4212700;Petrolândia;SC;1657;1650;1714;1911;2443;2924;2923;480
4212809;Balneário Piçarras;SC;2037;2581;3079;5426;9836;19096;19093;9257
4212908;Pinhalzinho;SC;2557;2890;3416;5119;8160;8516;8514;354
4213005;Pinheiro Preto;SC;587;682;734;936;1175;1325;1325;150
4213104;Piratuba;SC;1225;1188;1439;1728;2284;3571;3571;1287
4213153;Planalto Alegre;SC;;602;634;805;1058;1222;1221;163
4213203;Pomerode;SC;4553;5558;6199;8561;11949;13029;13027;1078
4213302;Ponte Alta;SC;1187;1332;1401;1528;1599;2153;2153;554
4213351;Ponte Alta do Norte;SC;;673;827;982;1063;1291;1289;226
4213401;Ponte Serrada;SC;2945;2656;2787;3358;3780;4348;4347;567
4213500;Porto Belo;SC;2994;2081;3112;5179;9875;15062;15050;5175
4213609;Porto União;SC;7478;8363;9055;10447;11875;13685;13681;1806
4213708;Pouso Redondo;SC;2674;2972;3330;4607;6072;6764;6763;691
4213807;Praia Grande;SC;1952;2046;2156;2495;3235;3947;3945;710
4213906;Presidente Castello Branco;SC;418;460;550;536;606;688;688;82
4214003;Presidente Getúlio;SC;2814;3029;3423;4647;7008;7952;7949;941
4214102;Presidente Nereu;SC;667;614;640;741;883;1185;1177;294
4214151;Princesa;SC;;;669;840;1093;1209;1208;115
4214201;Quilombo;SC;4332;2952;2744;3114;3846;4367;4363;517
4214300;Rancho Queimado;SC;626;676;737;932;1249;2442;2442;1193
4214409;Rio das Antas;SC;1386;1527;1686;1914;2239;2846;2846;607
4214508;Rio do Campo;SC;1561;1650;1734;1940;2343;2787;2782;439
4214607;Rio do Oeste;SC;1702;1771;1838;2179;2736;3163;3160;424
4214706;Rio dos Cedros;SC;2169;2361;2497;3228;3850;5483;5482;1632
4214805;Rio do Sul;SC;12014;13394;15198;19961;27416;30034;30028;2612
4214904;Rio Fortuna;SC;958;1052;1085;1315;1582;1908;1857;275
4215000;Rio Negrinho;SC;6597;8076;9951;11946;13742;15399;15389;1647
4215059;Rio Rufino;SC;;559;620;735;871;1316;1315;444
4215075;Riqueza;SC;;1363;1357;1514;1838;2103;2102;264
4215109;Rodeio;SC;2331;2583;2951;3493;4697;5279;5279;582
4215208;Romelândia;SC;2063;1924;1774;1818;1859;2194;2186;327
4215307;Salete;SC;1640;1736;1903;2295;2748;3221;3219;471
4215356;Saltinho;SC;;;1021;1170;1356;1609;1605;249
4215406;Salto Veloso;SC;803;936;1045;1370;1663;1864;1864;201
4215455;Sangão;SC;;1695;2122;3054;4251;4465;4463;212
4215505;Santa Cecília;SC;2898;3150;3829;4653;5385;6109;6105;720
4215554;Santa Helena;SC;;661;669;722;881;971;970;89
4215604;Santa Rosa de Lima;SC;414;434;490;603;737;893;893;156
4215653;Santa Rosa do Sul;SC;1891;2117;2256;2678;3674;4334;4329;655
4215679;Santa Terezinha;SC;;1865;2043;2503;2944;3451;3451;507
4215687;Santa Terezinha do Progresso;SC;;;874;869;955;1110;1110;155
4215695;Santiago do Sul;SC;;;416;431;577;642;640;63
4215703;Santo Amaro da Imperatriz;SC;3285;3853;4326;6158;10190;12328;12326;2136
4215752;São Bernardino;SC;;;765;790;979;1097;1096;117
4215802;São Bento do Sul;SC;12038;14761;17748;23821;30055;33577;33574;3519
4215901;São Bonifácio;SC;801;817;889;976;1126;1666;1665;539
4216008;São Carlos;SC;2830;3064;2649;3256;3873;4569;4566;693
4216057;São Cristóvão do Sul;SC;;909;1096;1339;1475;1874;1874;399
4216107;São Domingos;SC;3194;2460;2600;2983;3453;3930;3923;470
4216206;São Francisco do Sul;SC;7342;7417;9244;13550;19370;38934;38926;19556
4216255;São João do Oeste;SC;;1515;1508;1926;2347;2611;2608;261
4216305;São João Batista;SC;3295;3799;4306;8142;11626;13433;13430;1804
4216354;São João do Itaperiú;SC;;797;850;1017;1490;1821;1821;331
4216404;São João do Sul;SC;2341;1881;1983;2340;3323;4208;4203;880
4216503;São Joaquim;SC;5697;6057;6529;8000;9578;12054;12047;2469
4216602;São José;SC;35574;40618;50012;69632;105580;120368;120282;14702
4216701;São José do Cedro;SC;3942;3994;3613;4356;5336;5920;5918;582
4216800;São José do Cerrito;SC;2610;2683;2884;2949;3327;4663;4662;1335
4216909;São Lourenço do Oeste;SC;5380;5077;5322;6844;8991;9965;9963;972
4217006;São Ludgero;SC;1392;1881;2289;3373;4660;5268;5267;607
4217105;São Martinho;SC;776;828;864;980;1168;1446;1446;278
4217154;São Miguel da Boa Vista;SC;;534;539;593;662;756;756;94
4217204;São Miguel do Oeste;SC;10132;9784;9447;12241;17301;18877;18865;1564
4217253;São Pedro de Alcântara;SC;;;1030;1120;1742;2574;2574;832
4217303;Saudades;SC;2017;2056;2109;2695;3598;3885;3883;285
4217402;Schroeder;SC;1539;2345;2942;4678;6835;7345;7344;509
4217501;Seara;SC;4106;4087;4186;5460;6668;7521;7518;850
4217550;Serra Alta;SC;854;795;855;992;1230;1351;1351;121
4217600;Siderópolis;SC;3280;3508;3294;4011;4961;5995;5993;1032
4217709;Sombrio;SC;5669;6912;6603;8582;11048;12345;12337;1289
4217758;Sul Brasil;SC;;810;804;854;999;1084;1084;85
4217808;Taió;SC;4673;4301;4560;5557;6835;7921;7917;1082
4217907;Tangará;SC;2888;2936;2487;2823;3050;3629;3629;579
4217956;Tigrinhos;SC;;;502;584;863;968;967;104
4218004;Tijucas;SC;5060;5498;6617;9784;18229;21159;21145;2916
4218103;Timbé do Sul;SC;1367;1444;1506;1726;1998;2542;2540;542
4218202;Timbó;SC;6012;7260;8459;11648;16734;18370;18368;1634
4218251;Timbó Grande;SC;1068;1612;1607;2020;2520;3053;3048;528
4218301;Três Barras;SC;3466;4023;4366;5270;6573;7542;7540;967
4218350;Treviso;SC;;;855;1094;1369;1767;1765;396
4218400;Treze de Maio;SC;1495;1624;1818;2125;2586;3081;3080;494
4218509;Treze Tílias;SC;1004;1190;1338;2087;3253;3655;3655;402
4218608;Trombudo Central;SC;2108;1567;1675;2123;2724;3085;3085;361
4218707;Tubarão;SC;25467;23657;26400;32501;42131;48534;48529;6398
4218756;Tunápolis;SC;1157;1243;1244;1398;1764;1973;1966;202
4218806;Turvo;SC;3020;3339;3051;3758;4820;5414;5408;588
4218855;União do Oeste;SC;1567;870;854;882;1026;1156;1156;130
4218905;Urubici;SC;2901;2697;2796;3229;3956;5627;5626;1670
4218954;Urupema;SC;589;609;703;793;962;1386;1386;424
4219002;Urussanga;SC;7474;4870;5247;6453;7765;9073;9067;1302
4219101;Vargeão;SC;626;805;929;1057;1291;1424;1423;132
4219150;Vargem;SC;;868;885;923;1009;1305;1305;296
4219176;Vargem Bonita;SC;;1322;1336;1386;1610;1927;1926;316
4219200;Vidal Ramos;SC;1762;1594;1653;1953;2330;2999;2994;664
4219309;Videira;SC;9035;10742;11928;15374;20543;23352;23346;2803
4219358;Vitor Meireles;SC;1360;1291;1318;1488;1922;2261;2259;337
4219408;Witmarsum;SC;840;861;868;1087;1527;1762;1757;230
4219507;Xanxerê;SC;9190;9873;10669;13749;19301;20698;20677;1376
4219606;Xavantina;SC;1080;1119;1084;1179;1253;1449;1448;195
4219705;Xaxim;SC;4928;5816;6267;8069;11649;12391;12388;739
4219853;Zortéa;SC;;;745;1026;1463;1770;1769;306
4300034;Aceguá;RS;;;;1398;1577;2123;2122;545
4300059;Água Santa;RS;1010;1105;1124;1168;1382;1596;1596;214
4300109;Agudo;RS;4252;4380;4913;5431;6132;7368;7367;1235
4300208;Ajuricaba;RS;2855;2978;2334;2467;2592;2989;2988;396
4300307;Alecrim;RS;2561;2515;2440;2474;2553;3290;3290;737
4300406;Alegrete;RS;20717;22778;24332;25980;28245;34624;34614;6369
4300455;Alegria;RS;1603;1595;1558;1495;1453;1865;1865;412
4300471;Almirante Tamandaré do Sul;RS;;;;731;798;978;977;179
4300505;Alpestre;RS;3092;2802;2759;2688;2845;3453;3450;605
4300554;Alto Alegre;RS;506;551;616;624;697;810;810;113
4300570;Alto Feliz;RS;;742;860;1001;1230;1626;1626;396
4300604;Alvorada;RS;37341;44386;51309;60254;68775;79737;79644;10869
4300638;Amaral Ferrador;RS;1519;1497;1671;2117;2012;2882;2877;865
4300646;Ametista do Sul;RS;;1766;2019;2398;2901;3379;3376;475
4300661;André da Rocha;RS;288;307;340;425;437;640;640;203
4300703;Anta Gorda;RS;1634;1715;1699;1939;2235;2758;2757;522
4300802;Antônio Prado;RS;2793;3182;3661;4247;5006;6177;6173;1167
4300851;Arambaré;RS;;1021;1209;1334;1729;4816;4815;3086
4300877;Araricá;RS;;;1223;1688;3215;3577;3576;361
4300901;Aratiba;RS;2574;1960;1942;2167;2573;3434;3432;859
4301008;Arroio do Meio;RS;5055;4485;4999;6242;8407;9778;9778;1371
4301057;Arroio do Sal;RS;853;1254;1647;2763;4465;18797;18794;14329
4301073;Arroio do Padre;RS;;;;709;823;991;989;166
4301107;Arroio dos Ratos;RS;3387;3732;4096;4610;5513;6998;6996;1483
4301206;Arroio do Tigre;RS;3645;3866;3206;3947;4452;5044;5041;589
4301305;Arroio Grande;RS;5451;5831;6163;6502;7269;9497;9495;2226
4301404;Arvorezinha;RS;3117;2601;2778;3216;3931;4582;4582;651
4301503;Augusto Pestana;RS;2283;2395;2491;2538;2834;3256;3256;422
4301552;Áurea;RS;1759;1034;1090;1222;1318;1634;1634;316
4301602;Bagé;RS;31784;33048;35228;38522;45299;53629;53601;8302
4301636;Balneário Pinhal;RS;;;2268;3786;6100;19263;19258;13158
4301651;Barão;RS;1625;1604;1496;1850;2427;3001;3000;573
4301701;Barão de Cotegipe;RS;1798;1790;1884;2097;2680;3213;3213;533
4301750;Barão do Triunfo;RS;;1730;1961;2357;2409;3449;3444;1035
4301800;Barracão;RS;1539;1518;1610;1816;1931;2453;2453;522
4301859;Barra do Guarita;RS;;847;832;1012;1179;1377;1374;195
4301875;Barra do Quaraí;RS;;;1044;1220;1462;1727;1726;264
4301909;Barra do Ribeiro;RS;3371;3271;3709;4268;4796;6506;6506;1710
4301925;Barra do Rio Azul;RS;;611;607;621;620;722;722;102
4301958;Barra Funda;RS;;520;581;719;896;1027;1027;131
4302006;Barros Cassal;RS;3219;3028;3157;3593;3695;4824;4822;1127
4302055;Benjamin Constant do Sul;RS;;;630;622;725;846;846;121
4302105;Bento Gonçalves;RS;20897;23721;27208;36528;48813;55535;55527;6714
4302154;Boa Vista das Missões;RS;;544;602;703;764;907;906;142
4302204;Boa Vista do Buricá;RS;2215;2375;1876;2230;2735;3024;3022;287
4302220;Boa Vista do Cadeado;RS;;;;811;855;1081;1081;226
4302238;Boa Vista do Incra;RS;;;;784;839;1011;1010;171
4302253;Boa Vista do Sul;RS;;;804;916;1052;1291;1290;238
4302303;Bom Jesus;RS;4205;3544;3576;3828;4198;5426;5423;1225
4302352;Bom Princípio;RS;1905;2382;2734;3853;4996;5823;5821;825
4302378;Bom Progresso;RS;;678;770;782;821;969;969;148
4302402;Bom Retiro do Sul;RS;3323;3795;3371;4037;4864;5853;5852;988
4302451;Boqueirão do Leão;RS;1795;1965;2123;2486;2440;3110;3101;661
4302501;Bossoroca;RS;2105;2190;2261;2382;2359;3347;3346;987
4302584;Bozano;RS;;;;703;807;991;990;183
4302600;Braga;RS;1249;1208;1229;1219;1238;1414;1411;173
4302659;Brochier;RS;1709;1291;1389;1672;2019;2533;2532;513
4302709;Butiá;RS;7047;5618;6062;6752;7353;9082;9082;1729
4302808;Caçapava do Sul;RS;9785;10248;10780;12107;13439;18346;18340;4901
4302907;Cacequi;RS;4163;4362;4371;4504;4271;5305;5302;1031
4303004;Cachoeira do Sul;RS;25146;26536;27175;29387;31796;39026;39012;7216
4303103;Cachoeirinha;RS;23981;27493;31705;38889;52484;60580;60540;8056
4303202;Cacique Doble;RS;1332;1352;1275;1453;1660;1903;1902;242
4303301;Caibaté;RS;2002;2078;2153;1729;1895;2330;2321;426
4303400;Caiçara;RS;1388;1413;1500;1628;1857;2210;2209;352
4303509;Camaquã;RS;16601;17383;17896;20793;23858;28344;28323;4465
4303558;Camargo;RS;619;650;696;835;1128;1306;1306;178
4303608;Cambará do Sul;RS;1799;1913;1978;2188;2419;3270;3267;848
4303673;Campestre da Serra;RS;;862;958;1101;1284;1818;1818;534
4303707;Campina das Missões;RS;1962;2033;2008;2080;2301;2664;2664;363
4303806;Campinas do Sul;RS;2132;2277;2347;1884;2060;2592;2588;528
4303905;Campo Bom;RS;13280;14752;16185;20008;24057;27212;27205;3148
4304002;Campo Novo;RS;2396;1907;1963;1847;1920;2210;2208;288
4304101;Campos Borges;RS;973;1085;1121;1243;1460;1844;1844;384
4304200;Candelária;RS;7924;8541;9187;10441;11388;14078;14067;2679
4304309;Cândido Godói;RS;1809;2026;2053;2162;2439;2746;2746;307
4304358;Candiota;RS;;1905;2276;2829;4103;4826;4825;722
4304408;Canela;RS;6416;8857;9855;12938;18302;24609;24585;6283
4304507;Canguçu;RS;13265;14055;15105;17601;19317;24685;24669;5352
4304606;Canoas;RS;76646;81021;89720;103967;132824;155375;155347;22523
4304614;Canudos do Vale;RS;;;;601;648;804;804;156
4304622;Capão Bonito do Sul;RS;;;;613;691;986;986;295
4304630;Capão da Canoa;RS;6526;7155;8836;13660;23879;59167;59154;35275
4304655;Capão do Cipó;RS;;;;1029;1167;1408;1408;241
4304663;Capão do Leão;RS;5115;5932;6955;7836;10141;12176;12170;2029
4304671;Capivari do Sul;RS;;;946;1279;1496;1957;1957;461
4304689;Capela de Santana;RS;2021;2504;3025;3908;4236;5359;5356;1120
4304697;Capitão;RS;;640;719;856;1054;1213;1213;159
4304705;Carazinho;RS;16029;16338;18099;20177;24216;26992;26969;2753
4304713;Caraá;RS;;;1985;2575;3016;4850;4849;1833
4304804;Carlos Barbosa;RS;4220;5329;6094;8446;11650;13734;13732;2082
4304853;Carlos Gomes;RS;;500;498;499;513;637;637;124
4304903;Casca;RS;2479;2208;2348;2815;3618;4238;4235;617
4304952;Caseiros;RS;748;830;837;1003;1110;1324;1324;214
4305009;Catuípe;RS;2825;2934;3006;3183;3370;3959;3956;586
4305108;Caxias do Sul;RS;79995;94580;109697;146955;184843;220286;220218;35375
4305116;Centenário;RS;;845;859;954;1031;1244;1243;212
4305124;Cerrito;RS;;;2275;2316;2434;3315;3304;870
4305132;Cerro Branco;RS;1115;1605;1369;1598;1582;2065;2063;481
4305157;Cerro Grande;RS;694;732;735;789;915;1025;1025;110
4305173;Cerro Grande do Sul;RS;2060;2126;2415;3341;3580;4666;4652;1072
4305207;Cerro Largo;RS;4755;3578;3740;4445;5350;6238;6237;887
4305306;Chapada;RS;2793;2872;2956;3331;3814;4391;4391;577
4305355;Charqueadas;RS;6183;7308;7936;10104;11998;13934;13903;1905
4305371;Charrua;RS;;903;913;929;959;1079;1079;120
4305405;Chiapetta;RS;1718;1171;1305;1358;1523;1842;1841;318
4305439;Chuí;RS;;;1555;1960;2385;3001;2998;613
4305447;Chuvisca;RS;;;1226;1508;1669;2116;2116;447
4305454;Cidreira;RS;2543;3207;2749;4400;6843;23833;23826;16983
4305504;Ciríaco;RS;1750;1455;1516;1669;1680;2021;2020;340
4305587;Colinas;RS;;711;749;848;948;1136;1136;188
4305603;Colorado;RS;1140;1171;1231;1246;1280;1487;1485;205
4305702;Condor;RS;1623;1761;1849;2139;2394;2793;2793;399
4305801;Constantina;RS;3598;3022;3147;3063;3790;4221;4220;430
4305835;Coqueiro Baixo;RS;;;;534;502;688;688;186
4305850;Coqueiros do Sul;RS;;862;845;866;896;1108;1107;211
4305871;Coronel Barros;RS;;679;756;877;1092;1357;1357;265
4305900;Coronel Bicaco;RS;2444;2430;2507;2621;2329;2876;2873;544
4305934;Coronel Pilar;RS;;;;521;565;796;796;231
4305959;Cotiporã;RS;966;1067;1110;1247;1433;1843;1843;410
4305975;Coxilha;RS;;835;849;936;1018;1306;1306;288
4306007;Crissiumal;RS;4667;4577;4620;4910;5267;6118;6112;845
4306056;Cristal;RS;1563;1793;1913;2355;2766;3536;3534;768
4306072;Cristal do Sul;RS;;;808;955;1057;1256;1254;197
4306106;Cruz Alta;RS;18214;20185;20933;21291;22772;27102;27098;4326
4306130;Cruzaltense;RS;;;;684;616;793;793;177
4306205;Cruzeiro do Sul;RS;2970;3309;3536;4198;4585;5720;5716;1131
4306304;David Canabarro;RS;1203;1199;1258;1508;1658;1965;1965;307
4306320;Derrubadas;RS;;1062;1042;1056;1074;1216;1216;142
4306353;Dezesseis de Novembro;RS;943;947;994;992;1017;1431;1431;414
4306379;Dilermando de Aguiar;RS;;;992;1091;1147;1711;1711;564
4306403;Dois Irmãos;RS;4889;4999;6541;9407;11923;13532;13530;1607
4306429;Dois Irmãos das Missões;RS;;696;650;714;798;954;954;156
4306452;Dois Lajeados;RS;1336;849;865;1055;1161;1487;1487;326
4306502;Dom Feliciano;RS;3159;3702;3771;4642;5088;6743;6740;1652
4306551;Dom Pedro de Alcântara;RS;;;838;955;1050;1453;1450;400
4306601;Dom Pedrito;RS;10640;11298;12135;13146;14309;17038;17023;2714
4306700;Dona Francisca;RS;897;1021;1114;1117;1223;1456;1454;231
4306734;Doutor Maurício Cardoso;RS;1904;1932;1900;1892;1820;2541;2532;712
4306759;Doutor Ricardo;RS;;;589;643;710;927;927;217
4306767;Eldorado do Sul;RS;4728;6481;7887;11060;14472;18772;18769;4297
4306809;Encantado;RS;5036;5661;5667;7078;9028;10308;10296;1268
4306908;Encruzilhada do Sul;RS;5997;6684;7392;8487;9607;12898;12894;3287
4306924;Engenho Velho;RS;;563;537;434;441;498;497;56
4306932;Entre-Ijuís;RS;2682;2905;2893;3070;3582;4787;4782;1200
4306957;Entre Rios do Sul;RS;1016;1014;994;1051;1087;1314;1314;227
4306973;Erebango;RS;799;839;839;935;1069;1241;1232;163
4307005;Erechim;RS;19434;23180;27041;33114;42113;49038;49017;6904
4307054;Ernestina;RS;1004;1083;1185;1086;1250;2131;2128;878
4307104;Herval;RS;2234;2422;2847;2588;2668;3864;3861;1193
4307203;Erval Grande;RS;1699;1518;1514;1655;1956;2557;2557;601
4307302;Erval Seco;RS;3104;2517;2545;2609;2609;3141;3138;529
4307401;Esmeralda;RS;1602;1614;1734;1093;1248;1865;1865;617
4307450;Esperança do Sul;RS;;;1139;1142;1276;1567;1567;291
4307500;Espumoso;RS;4427;4572;4862;5104;5796;6484;6477;681
4307559;Estação;RS;1445;1642;1818;2022;2172;2422;2422;250
4307609;Estância Velha;RS;7602;8775;10268;13922;17904;20127;20119;2215
4307708;Esteio;RS;19470;21274;23608;26416;29282;33145;33134;3852
4307807;Estrela;RS;7317;7607;8164;10486;12417;14517;14510;2093
4307815;Estrela Velha;RS;;;999;1136;1161;1365;1365;204
4307831;Eugênio de Castro;RS;958;1005;1036;1025;1112;1401;1399;287
4307864;Fagundes Varela;RS;560;606;656;763;883;1129;1129;246
4307906;Farroupilha;RS;11589;14452;16022;20593;27002;31725;31713;4711
4308003;Faxinal do Soturno;RS;2203;1799;1907;2159;2581;2965;2965;384
4308052;Faxinalzinho;RS;714;805;827;853;1004;1248;1247;243
4308078;Fazenda Vilanova;RS;;;879;1271;1646;2077;2075;429
4308102;Feliz;RS;4133;2876;3360;4181;5394;6263;6251;857
4308201;Flores da Cunha;RS;5048;5628;6801;8812;11803;13928;13924;2121
4308250;Floriano Peixoto;RS;;;645;657;694;900;899;205
4308300;Fontoura Xavier;RS;2798;2983;3072;3402;3703;4744;4742;1039
4308409;Formigueiro;RS;2004;2125;2199;2351;2536;3308;3307;771
4308433;Forquetinha;RS;;;;886;955;1359;1359;404
4308458;Fortaleza dos Valos;RS;1206;1324;1476;1561;1730;2189;2189;459
4308508;Frederico Westphalen;RS;6217;7421;7681;9538;12715;15221;15215;2500
4308607;Garibaldi;RS;6705;7857;8252;10153;13401;15408;15407;2006
4308656;Garruchos;RS;;926;1055;1091;1056;1534;1533;477
4308706;Gaurama;RS;1685;1770;1852;1995;2197;2691;2677;480
4308805;General Câmara;RS;3409;3424;2804;3012;3148;4484;4484;1336
4308854;Gentil;RS;;475;477;545;646;763;763;117
4308904;Getúlio Vargas;RS;5254;5342;4928;5637;6680;7689;7685;1005
4309001;Giruá;RS;6920;7002;5549;5788;6131;7027;7026;895
4309050;Glorinha;RS;1361;1437;1807;2393;2991;4647;4646;1655
4309100;Gramado;RS;6043;7470;8753;11142;15381;24056;24055;8674
4309126;Gramado dos Loureiros;RS;;609;646;723;723;928;928;205
4309159;Gramado Xavier;RS;;930;982;1217;1244;1577;1577;333
4309209;Gravataí;RS;48421;57609;67241;82431;101779;119303;119275;17496
4309258;Guabiju;RS;442;500;487;531;562;653;652;90
4309308;Guaíba;RS;22472;24312;27503;31267;35163;41057;41048;5885
4309407;Guaporé;RS;5077;5226;5922;7635;9641;11114;11109;1468
4309506;Guarani das Missões;RS;2890;2992;2588;2700;2802;3266;3266;464
4309555;Harmonia;RS;808;949;1071;1424;2022;2343;2343;321
4309571;Herveiras;RS;;;786;919;967;1233;1231;264
4309605;Horizontina;RS;4672;4998;5516;6585;7624;8405;8401;777
4309654;Hulha Negra;RS;;1366;1631;1951;2205;2973;2972;767
4309704;Humaitá;RS;1583;1586;1607;1727;1887;2172;2171;284
4309753;Ibarama;RS;1231;1260;1212;1373;1417;1717;1715;298
4309803;Ibiaçá;RS;1558;1550;1593;1648;1770;2101;2100;330
4309902;Ibiraiaras;RS;1857;1822;1892;2205;2525;2974;2974;449
4309951;Ibirapuitã;RS;1445;1411;1501;1397;1462;1887;1887;425
4310009;Ibirubá;RS;4998;5378;5758;6774;8366;9221;9216;850
4310108;Igrejinha;RS;5685;7104;8076;10615;12772;15129;15114;2342
4310207;Ijuí;RS;20274;21533;23367;26812;32532;37149;37138;4606
4310306;Ilópolis;RS;924;1035;1105;1279;1509;1789;1789;280
4310330;Imbé;RS;1965;2752;3698;6027;10456;32336;32333;21877
4310363;Imigrante;RS;1007;1070;1128;1064;1182;1402;1401;219
4310405;Independência;RS;2020;2107;2150;2265;2484;2943;2940;456
4310413;Inhacorá;RS;;662;691;756;782;944;944;162
4310439;Ipê;RS;1411;1503;1568;1994;2137;3082;3080;943
4310462;Ipiranga do Sul;RS;584;626;599;649;675;783;781;106
4310504;Iraí;RS;2818;2571;2665;2645;2835;3518;3510;675
4310538;Itaara;RS;;;1352;1663;2115;3372;3371;1256
4310553;Itacurubi;RS;887;1007;1044;1201;1170;1681;1677;507
4310579;Itapuca;RS;;643;688;716;725;901;901;176
4310603;Itaqui;RS;10240;11379;10834;11627;12910;14756;14739;1829
4310652;Itati;RS;;;;919;1041;1634;1632;591
4310702;Itatiba do Sul;RS;1527;1452;1373;1354;1285;1635;1630;345
4310751;Ivorá;RS;582;641;653;687;740;910;910;170
4310801;Ivoti;RS;4090;3646;4435;6689;8616;9766;9764;1148
4310850;Jaboticaba;RS;1372;1222;1261;1343;1499;1671;1669;170
4310876;Jacuizinho;RS;;;;820;784;1085;1085;301
4310900;Jacutinga;RS;1554;1161;1191;1227;1301;1527;1527;226
4311007;Jaguarão;RS;8190;9129;9633;10030;10836;13225;13220;2384
4311106;Jaguari;RS;3459;3503;3731;3994;4309;5129;5128;819
4311122;Jaquirana;RS;1048;1180;1399;1374;1391;2288;2287;896
4311130;Jari;RS;;;1088;1211;1332;1704;1703;371
4311155;Jóia;RS;1843;2114;2371;2700;2780;3403;3402;622
