cod_mun;mun;uf;dppo 1991;dppo 1996;dppo 2000;dppo 2010;dppo 2022;Particular 2022;Particular permanente 2022;Particular permanente não ocupado 2022
3162708;São João do Paraíso;MG;5901;5988;4730;6035;7694;9939;9938;2244
3162807;São João Evangelista;MG;3315;3488;3817;4566;5619;7645;7643;2024
3162906;São João Nepomuceno;MG;5618;6534;6942;8265;9840;13094;13086;3246
3162922;São Joaquim de Bicas;MG;;;4696;6810;10617;15381;15145;4528
3162948;São José da Barra;MG;;;1623;2052;2759;4180;4177;1418
3162955;São José da Lapa;MG;;2969;3841;5657;8973;10801;10800;1827
3163003;São José da Safira;MG;798;829;962;1163;1318;1730;1730;412
3163102;São José da Varginha;MG;649;736;883;1307;1739;2496;2495;756
3163201;São José do Alegre;MG;810;847;1031;1271;1510;2012;2009;499
3163300;São José do Divino;MG;891;922;967;1166;1296;1877;1877;581
3163409;São José do Goiabal;MG;1385;1490;1544;1743;1982;2531;2529;547
3163508;São José do Jacuri;MG;2210;2129;1556;1863;2211;2930;2929;718
3163607;São José do Mantimento;MG;486;548;628;795;1001;1309;1309;308
3163706;São Lourenço;MG;7550;9102;10457;13672;17098;22369;22363;5265
3163805;São Miguel do Anta;MG;1479;1657;1771;2064;2276;2996;2995;719
3163904;São Pedro da União;MG;1392;1455;1644;1750;1908;2870;2870;962
3164001;São Pedro dos Ferros;MG;2314;2304;2342;2549;2635;3323;3318;683
3164100;São Pedro do Suaçuí;MG;1630;1554;1503;1656;1849;2407;2400;551
3164209;São Romão;MG;2885;1450;1648;2442;2956;3623;3621;665
3164308;São Roque de Minas;MG;1672;1749;1931;2289;2730;4064;4061;1331
3164407;São Sebastião da Bela Vista;MG;909;1053;1162;1557;2229;3395;3392;1163
3164431;São Sebastião da Vargem Alegre;MG;;;713;932;1177;1569;1568;391
3164472;São Sebastião do Anta;MG;;;1154;1715;2274;3040;3035;761
3164506;São Sebastião do Maranhão;MG;2582;2535;2665;2926;3347;4327;4325;978
3164605;São Sebastião do Oeste;MG;1242;1267;1273;1847;3095;5054;5053;1958
3164704;São Sebastião do Paraíso;MG;12769;14718;16616;20749;26679;31654;31640;4961
3164803;São Sebastião do Rio Preto;MG;426;389;416;517;474;856;856;382
3164902;São Sebastião do Rio Verde;MG;466;523;568;682;881;1248;1247;366
3165008;São Tiago;MG;2296;2540;2841;3326;4128;5761;5759;1631
3165107;São Tomás de Aquino;MG;1720;1761;1997;2269;2444;3196;3195;751
3165206;São Tomé das Letras;MG;1442;1471;1691;2133;2790;4234;4220;1430
3165305;São Vicente de Minas;MG;1274;1456;1660;2054;2502;3248;3248;746
3165404;Sapucaí-Mirim;MG;1055;1305;1525;1992;2323;3722;3719;1396
3165503;Sardoá;MG;847;891;1043;1499;1861;2472;2472;611
3165537;Sarzedo;MG;;;4440;7348;12670;15179;15168;2498
3165552;Setubinha;MG;;;1951;2558;2971;4031;4031;1060
3165560;Sem-Peixe;MG;;;869;931;962;1356;1356;394
3165578;Senador Amaral;MG;;1176;1326;1583;2091;2665;2659;568
3165602;Senador Cortes;MG;463;514;551;632;801;1020;1019;218
3165701;Senador Firmino;MG;1438;1631;1767;2293;2914;4027;4025;1111
3165800;Senador José Bento;MG;505;553;648;630;792;1049;1049;257
3165909;Senador Modestino Gonçalves;MG;1083;1177;1173;1323;1501;2256;2256;755
3166006;Senhora de Oliveira;MG;1123;1191;1333;1639;2018;2758;2757;739
3166105;Senhora do Porto;MG;864;931;901;1034;1114;1567;1565;451
3166204;Senhora dos Remédios;MG;2054;2173;2384;2995;3720;4833;4830;1110
3166303;Sericita;MG;1324;1470;1708;2105;2577;3175;3174;597
3166402;Seritinga;MG;370;433;458;577;693;931;930;237
3166501;Serra Azul de Minas;MG;852;908;962;1118;1251;1740;1740;489
3166600;Serra da Saudade;MG;245;228;272;290;337;576;575;238
3166709;Serra dos Aimorés;MG;2206;2297;2306;2682;2675;3432;3432;757
3166808;Serra do Salitre;MG;1961;2509;2544;3278;4018;5282;5280;1262
3166907;Serrania;MG;1555;1790;1969;2230;2743;3420;3420;677
3166956;Serranópolis de Minas;MG;;;969;1288;1526;2056;2055;529
3167004;Serranos;MG;501;542;549;637;753;1096;1095;342
3167103;Serro;MG;3915;4367;4707;5636;7317;10162;10161;2844
3167202;Sete Lagoas;MG;32458;40991;47592;63201;81943;97301;97250;15307
3167301;Silveirânia;MG;462;489;584;736;898;1229;1228;330
3167400;Silvianópolis;MG;1498;1587;1689;1987;2438;3432;3431;993
3167509;Simão Pereira;MG;567;571;672;756;1073;1672;1672;599
3167608;Simonésia;MG;3413;3793;4116;5449;7016;8984;8978;1962
3167707;Sobrália;MG;1496;1524;1614;1829;2010;2735;2735;725
3167806;Soledade de Minas;MG;1271;1399;1437;1842;2121;3052;3052;931
3167905;Tabuleiro;MG;1097;1187;1258;1355;1554;2268;2268;714
3168002;Taiobeiras;MG;5794;5962;6799;8914;11732;14442;14439;2707
3168051;Taparuba;MG;;;906;1093;1314;1806;1806;492
3168101;Tapira;MG;746;823;937;1290;1435;2157;2156;721
3168200;Tapiraí;MG;620;585;602;665;657;1083;1083;426
3168309;Taquaraçu de Minas;MG;758;819;921;1164;1593;3798;3798;2205
3168408;Tarumirim;MG;4144;4154;3925;4529;5230;6891;6889;1659
3168507;Teixeiras;MG;2440;2748;3053;3648;4736;5941;5939;1203
3168606;Teófilo Otoni;MG;30997;32889;33294;40476;49858;60613;60574;10716
3168705;Timóteo;MG;13026;16369;18948;24542;30026;33121;33104;3078
3168804;Tiradentes;MG;2446;3099;1643;2308;2866;4303;4302;1436
3168903;Tiros;MG;2285;2520;2365;2510;3107;4349;4349;1242
3169000;Tocantins;MG;3193;3713;4160;5070;6154;7569;7564;1410
3169059;Tocos do Moji;MG;;;1040;1265;1470;1889;1888;418
3169109;Toledo;MG;1175;1336;1460;1833;2599;3778;3775;1176
3169208;Tombos;MG;2529;2727;2988;3161;3297;4353;4348;1051
3169307;Três Corações;MG;13482;15284;16897;21571;26358;32080;32074;5716
3169356;Três Marias;MG;4862;6238;6462;8802;10782;15085;15074;4292
3169406;Três Pontas;MG;10636;11823;13398;16056;19288;23865;23856;4568
3169505;Tumiritinga;MG;1310;1461;1659;1972;2259;3070;3069;810
3169604;Tupaciguara;MG;7168;6415;7188;8288;9774;12236;12223;2449
3169703;Turmalina;MG;4092;4649;3794;5324;7436;10607;10605;3169
3169802;Turvolândia;MG;904;1006;1195;1485;1798;2649;2648;850
3169901;Ubá;MG;16290;20242;23431;32195;39042;47441;47416;8374
3170008;Ubaí;MG;2624;2800;2341;3012;3598;5031;5025;1427
3170057;Ubaporanga;MG;;2580;2976;3693;4666;6045;6040;1374
3170107;Uberaba;MG;55100;65429;72474;96982;127349;152200;152127;24778
3170206;Uberlândia;MG;94086;119583;144884;196204;268012;336554;336404;68392
3170305;Umburatiba;MG;637;693;700;841;1040;1330;1329;289
3170404;Unaí;MG;16051;18661;18747;24327;31515;39623;39586;8071
3170438;União de Minas;MG;;;1387;1542;1509;2048;2047;538
3170479;Uruana de Minas;MG;;;872;1056;1266;1743;1742;476
3170503;Urucânia;MG;2165;2123;2398;2878;3566;4153;4152;586
3170529;Urucuia;MG;;2567;2049;3063;4173;4686;4685;512
3170578;Vargem Alegre;MG;;;1692;2040;2207;2946;2944;737
3170602;Vargem Bonita;MG;663;684;702;798;876;1390;1390;514
3170651;Vargem Grande do Rio Pardo;MG;;;934;1186;1419;1926;1926;507
3170701;Varginha;MG;21332;25634;29396;37570;49488;60191;60184;10696
3170750;Varjão de Minas;MG;;;1262;1946;2478;3080;3077;599
3170800;Várzea da Palma;MG;6456;7418;7962;10793;12988;15951;15928;2940
3170909;Varzelândia;MG;5167;5404;4015;4854;6295;9040;9039;2744
3171006;Vazante;MG;4631;5141;5343;6469;7548;9619;9605;2057
3171030;Verdelândia;MG;;;1490;2137;2516;3656;3649;1133
3171071;Veredinha;MG;;;1228;1640;1917;3202;3200;1283
3171105;Veríssimo;MG;891;969;807;1161;1379;2137;2132;753
3171154;Vermelho Novo;MG;;;1139;1455;1798;2214;2213;415
3171204;Vespasiano;MG;12098;14419;19298;29820;45984;53129;53103;7119
3171303;Viçosa;MG;11980;14280;17228;22741;29055;40334;40305;11250
3171402;Vieiras;MG;852;970;1035;1167;1418;1850;1848;430
3171501;Mathias Lobato;MG;803;894;914;990;1097;1432;1428;331
3171600;Virgem da Lapa;MG;2953;3051;3268;3951;4327;6191;6190;1863
3171709;Virgínia;MG;1931;2061;2274;2641;3297;4570;4568;1271
3171808;Virginópolis;MG;2300;2464;2547;2996;3742;4844;4840;1098
3171907;Virgolândia;MG;1561;1548;1553;1766;1785;2528;2527;742
3172004;Visconde do Rio Branco;MG;7110;8058;9145;12139;14770;17922;17917;3147
3172103;Volta Grande;MG;1041;1161;1269;1540;1672;2377;2377;705
3172202;Wenceslau Braz;MG;572;581;686;784;867;1250;1250;383
3200102;Afonso Cláudio;ES;8974;9806;8483;9860;11496;14331;14330;2834
3200136;Águia Branca;ES;2131;2350;2509;2952;3649;4577;4577;928
3200169;Água Doce do Norte;ES;2869;3159;3420;3780;4595;6163;6160;1565
3200201;Alegre;ES;7357;8032;8667;9962;11364;15474;15472;4108
3200300;Alfredo Chaves;ES;2955;3302;3712;4581;5196;7665;7661;2465
3200359;Alto Rio Novo;ES;1659;1732;1851;2302;2865;3706;3703;838
3200409;Anchieta;ES;3432;4300;4983;7347;11037;16915;16908;5871
3200508;Apiacá;ES;1729;1825;2125;2458;2746;3709;3709;963
3200607;Aracruz;ES;11761;14315;16189;23871;32774;41909;41889;9115
3200706;Atílio Vivácqua;ES;1621;1823;2264;2978;3844;4763;4761;917
3200805;Baixo Guandu;ES;6606;7017;7635;9376;11404;14049;14045;2641
3200904;Barra de São Francisco;ES;8436;9495;10291;12884;16054;19802;19783;3729
3201001;Boa Esperança;ES;2804;3257;3605;4415;5039;6006;5997;958
3201100;Bom Jesus do Norte;ES;2119;2369;2746;3178;4013;4938;4937;924
3201159;Brejetuba;ES;;;2778;3503;4535;6024;6020;1485
3201209;Cachoeiro de Itapemirim;ES;35449;39946;48598;59563;70983;83764;83747;12764
3201308;Cariacica;ES;65285;77547;88315;108017;130112;152312;152241;22129
3201407;Castelo;ES;6876;7505;8936;11042;14229;17252;17245;3016
3201506;Colatina;ES;26003;27468;31310;36231;45911;55141;55116;9205
3201605;Conceição da Barra;ES;4793;5939;6718;8503;9557;13982;13900;4343
3201704;Conceição do Castelo;ES;2323;2459;2884;3636;4466;5662;5662;1196
3201803;Divino de São Lourenço;ES;942;1093;1296;1400;1902;2576;2571;669
3201902;Domingos Martins;ES;8277;6412;7919;9765;13148;19802;19800;6652
3202009;Dores do Rio Preto;ES;1308;1484;1755;2066;2485;3250;3249;764
3202108;Ecoporanga;ES;5677;5741;6618;7653;8612;11923;11914;3302
3202207;Fundão;ES;2507;2987;3626;5355;6715;11253;11241;4526
3202256;Governador Lindenberg;ES;;;;3360;3983;4980;4980;997
3202306;Guaçuí;ES;5430;6229;6902;8897;10952;13557;13544;2592
3202405;Guarapari;ES;14917;19223;24604;33439;46731;85849;85821;39090
3202454;Ibatiba;ES;3546;4191;5142;7118;9296;11328;11325;2029
3202504;Ibiraçu;ES;2168;2442;2631;3455;4249;5116;5115;866
3202553;Ibitirama;ES;1713;1881;2309;2700;3389;4593;4589;1200
3202603;Iconha;ES;2422;2848;3136;4057;4640;5682;5681;1041
3202652;Irupi;ES;;2444;2692;3669;5025;6036;6036;1011
3202702;Itaguaçu;ES;3200;3646;3956;4659;5263;6528;6525;1262
3202801;Itapemirim;ES;10353;13109;7460;9405;14039;22100;22091;8052
3202900;Itarana;ES;2395;2680;2959;3373;3913;4600;4597;684
3203007;Iúna;ES;7573;6243;7076;8708;10716;13082;13075;2359
3203056;Jaguaré;ES;3573;4070;4868;7325;10251;12186;12180;1929
3203106;Jerônimo Monteiro;ES;2167;2560;2855;3520;4367;5497;5496;1129
3203130;João Neiva;ES;3170;3631;4073;4978;5158;6158;6153;995
3203163;Laranja da Terra;ES;2583;2741;3003;3555;4210;5193;5191;981
3203205;Linhares;ES;26571;30259;29105;42143;58662;74572;74517;15855
3203304;Mantenópolis;ES;3188;3158;3362;4424;4988;6725;6706;1718
3203320;Marataízes;ES;;;8396;10639;14966;25279;25274;10308
3203346;Marechal Floriano;ES;;2753;3269;4547;6607;9099;9094;2487
3203353;Marilândia;ES;2069;2411;2690;3562;4709;5764;5763;1054
3203403;Mimoso do Sul;ES;5739;6478;7259;8347;9435;11944;11929;2494
3203502;Montanha;ES;4212;4523;4692;5753;7017;8447;8443;1426
3203601;Mucurici;ES;2612;3152;1592;1867;2119;2883;2883;764
3203700;Muniz Freire;ES;4530;4700;5065;5619;6712;9249;9245;2533
3203809;Muqui;ES;3099;3298;3598;4460;5050;6218;6216;1166
3203908;Nova Venécia;ES;10812;10219;11577;14470;18589;22683;22652;4063
3204005;Pancas;ES;4749;4855;5320;6524;7140;9019;9017;1877
3204054;Pedro Canário;ES;4633;5334;5585;7184;7801;9354;9349;1548
3204104;Pinheiros;ES;4728;5257;5790;7457;8538;10367;10329;1791
3204203;Piúma;ES;2284;3146;4165;5769;8500;16498;16496;7996
3204252;Ponto Belo;ES;;;1721;2258;2486;3103;3103;617
3204302;Presidente Kennedy;ES;2266;2477;2638;3318;5115;6890;6883;1768
3204351;Rio Bananal;ES;3361;3801;4164;5465;6923;8868;8865;1942
3204401;Rio Novo do Sul;ES;2367;2739;3056;3631;4130;4934;4934;804
3204500;Santa Leopoldina;ES;2521;2892;3281;3816;4954;7540;7539;2585
3204559;Santa Maria de Jetibá;ES;5108;6103;7165;10134;14711;17601;17596;2885
3204609;Santa Teresa;ES;6770;7399;5451;6916;8667;11786;11783;3116
3204658;São Domingos do Norte;ES;;1753;2010;2537;3096;3867;3866;770
3204708;São Gabriel da Palha;ES;6962;7789;7196;10289;12624;14792;14783;2159
3204807;São José do Calçado;ES;2650;2918;3130;3530;4265;5737;5731;1466
3204906;São Mateus;ES;16711;20013;23468;32937;45226;61973;61949;16723
3204955;São Roque do Canaã;ES;;;2749;3519;4095;4984;4982;887
3205002;Serra;ES;52382;68825;86503;125145;191936;224205;224110;32174
3205010;Sooretama;ES;;;4623;6969;9185;10998;10984;1799
3205036;Vargem Alta;ES;2868;3267;4433;5753;7122;9286;9285;2163
3205069;Venda Nova do Imigrante;ES;2642;3370;4263;6330;8902;10244;10242;1340
3205101;Viana;ES;10259;12078;14239;18957;25552;30148;30128;4576
3205150;Vila Pavão;ES;;2181;2236;2818;3341;4219;4218;877
3205176;Vila Valério;ES;;;3655;4230;4930;6299;6290;1360
3205200;Vila Velha;ES;66586;80200;99280;134556;177116;211421;211352;34236
3205309;Vitória;ES;66767;73748;85810;108576;128617;148168;148098;19481
3300100;Angra dos Reis;RJ;21299;24160;32796;53575;62126;93756;93735;31609
3300159;Aperibé;RJ;;2097;2461;3459;4334;5355;5344;1010
3300209;Araruama;RJ;14865;17918;23735;35872;48144;83264;83246;35102
3300225;Areal;RJ;;2266;2620;3505;4231;5815;5814;1583
3300233;Armação dos Búzios;RJ;;;5330;9030;14920;27186;27177;12257
3300258;Arraial do Cabo;RJ;5138;5936;6983;8968;11542;26944;26941;15399
3300308;Barra do Piraí;RJ;20123;23387;25457;30800;34992;42932;42922;7930
3300407;Barra Mansa;RJ;43081;45127;48031;56578;62890;75312;75280;12390
3300456;Belford Roxo;RJ;;107718;122038;145743;180893;199664;199554;18661
3300506;Bom Jardim;RJ;5165;5999;6508;8476;10878;14127;14123;3245
3300605;Bom Jesus do Itabapoana;RJ;7602;8730;9710;11681;13384;17055;17048;3664
3300704;Cabo Frio;RJ;22118;31835;36715;59525;82015;155312;155295;73280
3300803;Cachoeiras de Macacu;RJ;10292;12161;13933;17855;22265;30632;30621;8356
3300902;Cambuci;RJ;5442;5798;4390;5117;5799;7668;7662;1863
3300936;Carapebus;RJ;;;2462;4165;5034;6996;6992;1958
3300951;Comendador Levy Gasparian;RJ;;1872;2132;2487;3015;3783;3780;765
3301009;Campos dos Goytacazes;RJ;95749;102076;112318;142637;175744;233940;233861;58117
3301108;Cantagalo;RJ;4814;5294;5429;6428;7289;9428;9428;2139
3301157;Cardoso Moreira;RJ;;3373;3776;4315;4985;6438;6430;1445
3301207;Carmo;RJ;3574;4019;4299;5745;6683;8019;8017;1334
3301306;Casimiro de Abreu;RJ;8634;5576;6429;11495;16907;24695;24687;7780
3301405;Conceição de Macabu;RJ;4057;4699;5198;6724;7901;10557;10553;2652
3301504;Cordeiro;RJ;5298;5825;5303;6609;7959;9628;9626;1667
3301603;Duas Barras;RJ;2356;2636;2918;3556;4151;5495;5494;1343
3301702;Duque de Caxias;RJ;172658;197550;219388;269577;298064;354954;354802;56738
3301801;Engenheiro Paulo de Frontin;RJ;3068;3583;3660;4397;4791;6570;6567;1776
3301850;Guapimirim;RJ;;8759;10670;15752;18498;25658;25652;7154
3301876;Iguaba Grande;RJ;;;4489;7582;10312;21394;21394;11082
3301900;Itaboraí;RJ;40635;49803;53739;69487;86584;111045;111028;24444
3302007;Itaguaí;RJ;28646;33694;23028;33942;42279;57650;57630;15351
3302056;Italva;RJ;3393;3798;3841;4882;5598;6683;6680;1082
3302106;Itaocara;RJ;6239;6782;7085;7994;9046;11948;11946;2900
3302205;Itaperuna;RJ;19570;22437;25147;31934;38479;49233;49215;10736
3302254;Itatiaia;RJ;3919;5541;6791;9388;11374;15203;15194;3820
3302270;Japeri;RJ;;18900;23051;28424;32110;39017;39011;6901
3302304;Laje do Muriaé;RJ;1791;1960;2200;2404;2728;3794;3793;1065
3302403;Macaé;RJ;26126;33177;37993;66986;92716;123519;123487;30771
3302452;Macuco;RJ;;;1312;1653;1940;2221;2221;281
3302502;Magé;RJ;48265;49663;58325;70465;82906;110149;110109;27203
3302601;Mangaratiba;RJ;4786;5596;7311;11797;15765;43717;43704;27939
3302700;Maricá;RJ;12483;17146;22944;42846;73454;106439;106407;32953
3302809;Mendes;RJ;4350;4915;5123;6172;6917;8947;8943;2026
3302858;Mesquita;RJ;;;;53117;62611;66704;66622;4011
3302908;Miguel Pereira;RJ;5097;5541;7227;8333;10250;14417;14412;4162
3303005;Miracema;RJ;6028;6235;7322;8198;9601;11707;11704;2103
3303104;Natividade;RJ;5436;4123;4391;4974;5691;7508;7499;1808
3303203;Nilópolis;RJ;41989;43477;44513;50535;57005;59818;59807;2802
3303302;Niterói;RJ;124627;136106;143993;169331;194492;230635;230590;36098
3303401;Nova Friburgo;RJ;45235;50304;53713;63592;76597;97094;97082;20485
3303500;Nova Iguaçu;RJ;328984;225963;260337;248321;287615;352044;351956;64341
3303609;Paracambi;RJ;9044;10315;11441;15470;16107;19349;19343;3236
3303708;Paraíba do Sul;RJ;8341;8674;10385;12829;15203;19104;19099;3896
3303807;Paraty;RJ;5661;6977;7930;11504;16138;25710;25682;9544
3303856;Paty do Alferes;RJ;5009;5799;7057;8005;10881;14285;14281;3400
3303906;Petrópolis;RJ;68135;76452;84684;96350;108238;138490;138450;30212
3303955;Pinheiral;RJ;;;5375;7106;8814;10847;10846;2032
3304003;Piraí;RJ;8301;10685;6250;8058;10089;13110;13107;3018
3304102;Porciúncula;RJ;3653;4160;4501;5724;6421;8178;8178;1757
3304110;Porto Real;RJ;;;3165;4984;7187;8719;8716;1529
3304128;Quatis;RJ;;2601;2910;4070;5035;6295;6295;1260
3304144;Queimados;RJ;;28444;33510;42241;51217;61410;61389;10172
3304151;Quissamã;RJ;2459;3202;3709;6241;8099;11090;11065;2966
3304201;Resende;RJ;23093;27562;29542;38775;48207;59267;59157;10950
3304300;Rio Bonito;RJ;10842;12084;13797;17191;21187;25854;25844;4657
3304409;Rio Claro;RJ;3328;3876;4420;5511;6415;9131;9127;2712
3304508;Rio das Flores;RJ;1512;1726;2001;2511;3122;3974;3971;849
3304524;Rio das Ostras;RJ;;7850;10694;34721;59069;87963;87951;28882
3304557;Rio de Janeiro;RJ;1560338;1664410;1807940;2146340;2436971;2918657;2916307;479336
3304607;Santa Maria Madalena;RJ;2721;2869;2989;3464;3989;5500;5500;1511
3304706;Santo Antônio de Pádua;RJ;10334;9452;11414;13527;15817;20106;20103;4286
3304755;São Francisco de Itabapoana;RJ;;;11714;13528;17278;36156;36145;18867
3304805;São Fidélis;RJ;9301;10425;11208;12822;14908;19362;19355;4447
3304904;São Gonçalo;RJ;207645;236344;263292;326079;358103;413695;413569;55466
3305000;São João da Barra;RJ;15053;17154;8170;10660;14464;31787;31785;17321
3305109;São João de Meriti;RJ;110796;121269;129597;147516;168771;177054;177002;8231
3305133;São José de Ubá;RJ;;;1793;2289;2682;3439;3437;755
3305158;São José do Vale do Rio Preto;RJ;3911;4447;5442;6511;8263;10111;10103;1840
3305208;São Pedro da Aldeia;RJ;12653;17824;17832;27762;38338;58474;58455;20117
3305307;São Sebastião do Alto;RJ;1983;2218;2371;2759;2926;3920;3917;991
3305406;Sapucaia;RJ;3782;4550;4836;5564;6693;9094;9093;2400
3305505;Saquarema;RJ;9835;12150;15099;23143;34117;63565;63525;29408
3305554;Seropédica;RJ;;;18153;24272;29321;39857;39850;10529
3305604;Silva Jardim;RJ;4465;5036;5944;6732;7887;12150;12140;4253
3305703;Sumidouro;RJ;3383;3699;4201;5079;5889;7205;7205;1316
3305752;Tanguá;RJ;;;7316;9667;11548;14432;14420;2872
3305802;Teresópolis;RJ;33028;36389;41416;53801;64415;88209;88186;23771
3305901;Trajano de Moraes;RJ;2514;2777;2853;3285;3895;5761;5758;1863
3306008;Três Rios;RJ;20190;17519;19951;24136;28427;34551;34541;6114
3306107;Valença;RJ;15429;16509;18763;23183;25919;34050;34046;8127
3306156;Varre-Sai;RJ;;1911;2114;2855;3627;4509;4509;882
3306206;Vassouras;RJ;7355;7880;8952;11065;12879;17705;17699;4820
3306305;Volta Redonda;RJ;57936;65173;71001;84352;97991;115585;115568;17577
3500105;Adamantina;SP;8513;9312;9893;11339;13583;15945;15942;2359
3500204;Adolfo;SP;866;928;1079;1200;1650;2468;2468;818
3500303;Aguaí;SP;5917;7035;7912;9899;11480;13579;13576;2096
3500402;Águas da Prata;SP;1799;2027;2084;2515;2830;3908;3906;1076
3500501;Águas de Lindóia;SP;3060;3715;4663;5597;6799;9928;9928;3129
3500550;Águas de Santa Bárbara;SP;1520;1232;1524;1873;2710;4263;4255;1545
3500600;Águas de São Pedro;SP;487;525;612;990;1153;1972;1972;819
3500709;Agudos;SP;7370;8190;8514;10206;12936;15429;15401;2465
3500758;Alambari;SP;;913;985;1526;2139;3137;3137;998
3500808;Alfredo Marcondes;SP;933;1019;1111;1352;1726;2376;2376;650
3500907;Altair;SP;803;896;981;1186;1278;1536;1535;257
3501004;Altinópolis;SP;3382;3686;4288;4879;6078;7675;7674;1596
3501103;Alto Alegre;SP;1237;1256;1278;1375;1518;2099;2099;581
3501152;Alumínio;SP;;3355;4040;4990;5944;7504;7503;1559
3501202;Álvares Florence;SP;1358;1373;1342;1428;1533;2298;2291;758
3501301;Álvares Machado;SP;4764;5804;6519;7431;9869;12840;12838;2969
3501400;Álvaro de Carvalho;SP;739;807;913;1012;1168;1341;1341;173
3501509;Alvinlândia;SP;600;654;744;912;1007;1220;1220;213
3501608;Americana;SP;39936;46008;52534;67729;89205;104485;104452;15247
3501707;Américo Brasiliense;SP;4637;5895;7468;10294;11411;12835;12827;1416
3501806;Américo de Campos;SP;1577;1697;1785;1976;2361;2911;2911;550
3501905;Amparo;SP;12885;14731;16683;20557;24491;29229;29220;4729
3502002;Analândia;SP;749;900;984;1385;1679;2516;2513;834
3502101;Andradina;SP;13645;15082;16361;18111;21911;25195;25186;3275
3502200;Angatuba;SP;5283;4772;5438;7052;8493;10956;10954;2461
3502309;Anhembi;SP;950;1200;1328;1799;2054;3421;3416;1362
